,x,y,topic
909,27.069342,10.581073,1
910,9.880575,-2.645581,23
911,11.183217,-2.0951629,103
912,11.981503,1.703887,-1
913,9.489949,3.1924272,56
914,-0.021818656,3.1855154,76
915,-0.010918386,3.138078,76
916,6.621543,5.976207,129
917,10.996214,1.6986834,20
918,9.205057,10.741866,88
919,9.431304,0.9202578,-1
920,12.092883,2.0598938,78
921,6.556663,5.314401,15
922,8.877694,0.9649569,7
923,7.752042,5.1615157,113
924,9.419745,0.93483305,-1
925,11.657541,7.6606584,59
926,7.970289,5.9017277,8
927,5.635796,4.840092,125
928,7.2166505,4.9970217,-1
929,8.134092,5.830054,-1
930,6.634808,3.96873,68
931,8.559656,5.257543,115
932,6.963217,5.3279667,62
933,7.1757674,5.228157,62
934,11.528206,7.6692996,141
935,7.291674,5.297496,-1
936,6.7487335,3.958954,-1
937,16.191814,-14.777169,4
938,6.118921,27.480137,0
939,27.194897,10.474575,1
940,7.0558105,6.559327,-1
941,13.025841,9.399649,25
942,-0.6290242,17.029108,11
943,7.476872,5.9627795,-1
944,10.874838,-3.008176,10
945,11.535639,7.660442,36
946,7.6007457,6.1023493,43
947,7.663907,6.6828513,-1
948,6.169396,6.4069066,54
949,6.1198936,6.463942,54
950,9.664332,0.31616494,9
951,7.589388,6.0896616,43
952,8.135703,5.825311,8
953,6.431861,5.636374,15
954,6.0968204,-4.017675,65
955,8.049635,5.621047,8
956,8.56563,5.208266,115
957,7.448842,5.5126033,131
958,27.151484,10.3213825,1
959,26.98855,10.63205,1
960,0.7519043,2.8319945,142
961,-0.63747764,16.983309,11
962,8.135767,5.82014,8
963,-0.68618697,17.05849,11
964,6.185587,27.319447,0
965,16.188168,-14.763587,4
966,27.220846,10.353444,1
967,6.32139,27.261297,0
968,27.159607,10.550988,1
969,0.5494032,-7.930627,6
970,12.478489,0.6629562,46
971,27.14812,10.392065,1
972,11.881049,-0.46453825,-1
973,7.6395397,7.2765036,-1
974,27.230452,10.363394,1
975,26.911741,10.32345,1
976,26.867414,10.256867,1
977,3.0259616,0.6758506,-1
978,8.5401325,1.3976349,7
979,11.779934,-0.01872314,-1
980,16.153822,-14.780831,4
981,6.4085407,27.205389,0
982,27.036142,10.457258,1
983,8.061751,4.996506,-1
984,10.283478,2.9197946,-1
985,13.804564,0.22396415,-1
986,12.04898,-0.23382647,-1
987,22.696766,3.7012956,3
988,11.425868,1.723303,-1
989,11.548536,0.31352243,-1
990,-0.111191474,16.626776,124
991,13.689351,-1.5326707,10
992,18.74918,-6.72886,2
993,18.669647,-6.712536,2
994,2.0499322,11.617365,29
995,10.873548,-3.0106237,10
996,11.981572,2.5432124,29
997,12.778659,-0.28483838,94
998,8.114086,5.2357254,8
999,11.982818,2.5436358,29
1000,27.018568,10.311216,1
1001,11.804277,7.367718,36
1002,-0.6479311,17.012558,11
1003,26.807428,10.501705,1
1004,11.289942,0.21741103,50
1005,11.288067,0.21206023,50
1006,7.4230514,6.5837927,-1
1007,11.301004,0.21072143,50
1008,9.211798,10.7158165,88
1009,11.302009,0.21170639,50
1010,7.5515995,6.6723967,55
1011,11.277756,0.20413864,50
1012,12.52613,0.6016183,46
1013,11.029388,1.9913636,139
1014,0.4660988,-7.8167725,6
1015,12.780691,-0.2608791,94
1016,12.78605,-0.26641807,94
1017,6.0778413,27.560276,0
1018,12.774811,-0.25650823,94
1019,-0.026125535,2.5592377,33
1020,-0.014734433,3.1875103,76
1021,6.7252364,3.5570893,40
1022,0.5295735,-7.929065,6
1023,-7.6804175,2.4139585,5
1024,22.686274,3.627107,3
1025,26.999384,10.314122,1
1026,10.517431,8.566214,19
1027,12.97211,-0.6788113,72
1028,18.675514,-6.708363,-1
1029,6.9398556,3.3427846,-1
1030,8.912372,-1.0608394,122
1031,6.1411633,6.8244576,41
1032,13.034565,9.410478,25
1033,11.9629965,1.1204276,-1
1034,-7.695517,2.4198413,5
1035,6.9687204,2.8055239,17
1036,8.851378,1.0153711,7
1037,-7.740438,2.4109497,5
1038,26.873991,10.469556,1
1039,27.06617,10.408843,1
1040,10.055437,4.813991,-1
1041,6.132329,6.8190436,41
1042,16.184597,-14.763918,4
1043,6.3514404,27.482014,0
1044,27.130278,10.560455,1
1045,-6.629891,-2.0364614,13
1046,9.154191,3.8915584,26
1047,5.762818,3.46778,-1
1048,8.045226,5.7615457,8
1049,9.841239,0.41977862,9
1050,7.56379,7.156833,74
1051,10.217978,-0.2863441,-1
1052,10.88669,-3.0762253,10
1053,11.818669,7.855031,59
1054,12.540593,-2.121248,42
1055,11.81837,7.855069,59
1056,8.451066,5.129888,-1
1057,10.854197,-3.0050948,10
1058,6.412085,27.24091,0
1059,11.817981,7.8607926,59
1060,14.321543,0.5286437,22
1061,27.112738,10.562275,1
1062,22.427862,4.0214877,3
1063,6.3205285,27.264336,0
1064,14.319111,0.5312405,-1
1065,12.544568,-2.1033654,42
1066,16.166739,-14.753163,4
1067,11.8183365,7.857725,59
1068,8.499911,5.250777,115
1069,14.320164,0.53024787,-1
1070,22.737665,3.6923852,3
1071,8.835637,1.000829,7
1072,8.549588,1.2898512,7
1073,11.817453,7.858722,59
1074,0.5025117,-7.867118,6
1075,12.563181,2.1960943,21
1076,12.031294,7.679316,-1
1077,2.9618027,0.59298795,34
1078,14.3277,0.49009293,22
1079,11.812251,7.2897544,36
1080,13.027325,9.4020815,25
1081,22.692873,3.6247232,3
1082,16.159111,-14.72952,4
1083,6.3968825,27.261312,0
1084,11.585094,-0.5501636,82
1085,26.77411,10.3386545,1
1086,7.472191,3.2313101,45
1087,8.725404,1.1402911,7
1088,-9.821912,9.952217,31
1089,7.6871924,3.9257379,-1
1090,7.591856,5.8842664,-1
1091,13.028303,9.4031925,25
1092,12.02123,7.6178594,-1
1093,8.468929,-16.227917,75
1094,16.13648,-14.710491,4
1095,7.755155,6.420548,-1
1096,11.997163,0.4528187,-1
1097,0.7594797,2.8517053,142
1098,6.37813,27.31224,0
1099,18.851997,-6.6584654,2
1100,12.166457,7.049206,-1
1101,12.675586,0.38560548,-1
1102,5.419459,3.9002326,30
1103,5.075728,3.444338,134
1104,8.825723,1.0118335,7
1105,18.663282,-6.654677,2
1106,8.367772,-0.7230739,16
1107,5.406117,3.9037013,30
1108,16.147734,-14.735352,4
1109,22.74773,3.68138,3
1110,6.323492,27.242605,0
1111,26.94468,10.217642,1
1112,10.23659,2.9292011,-1
1113,10.687291,1.7295085,110
1114,22.717728,3.76423,3
1115,22.679962,3.792738,3
1116,18.689445,-6.6876383,2
1117,18.706123,-6.69272,2
1118,22.65983,3.6255684,3
1119,11.905563,1.1135997,-1
1120,10.8692255,-3.0047781,10
1121,12.275431,-0.21238652,-1
1122,16.150305,-14.732025,4
1123,6.313721,27.247484,0
1124,27.187523,10.456156,1
1125,14.389683,0.44697452,22
1126,-4.073644,7.316906,14
1127,13.6777525,0.95060015,12
1128,9.299185,5.9147973,144
1129,22.678383,3.8122857,3
1130,11.843625,-0.11064071,18
1131,18.684977,-6.718566,2
1132,7.0635962,6.07188,60
1133,1.4649899,16.305462,118
1134,-0.621234,16.97237,11
1135,18.725838,-6.69283,2
1136,7.624581,7.324053,74
1137,16.176811,-14.754753,4
1138,6.1538897,27.426123,0
1139,26.87837,10.583262,1
1140,7.1776433,6.537645,-1
1141,6.764714,3.279998,-1
1142,13.6736355,-1.4986011,47
1143,18.803518,-6.7252965,2
1144,22.649796,3.7183707,3
1145,8.276023,5.059316,-1
1146,6.3366203,27.482723,0
1147,18.570286,-6.848223,2
1148,13.678506,-1.503848,47
1149,27.265718,10.354024,1
1150,0.5325588,-7.8525305,6
1151,22.779428,3.6834915,3
1152,8.834247,5.6803346,146
1153,13.679271,-1.5044885,47
1154,13.67005,-1.4924396,47
1155,16.197144,-14.7759,4
1156,18.70818,-6.7162223,2
1157,13.664052,-1.4850266,47
1158,10.887133,2.0629308,-1
1159,0.50330234,-7.8499618,6
1160,22.712406,3.694191,3
1161,6.9252615,3.028989,17
1162,16.216717,-14.723882,4
1163,6.4450517,27.383179,0
1164,26.882238,10.256746,1
1165,12.296639,0.3170593,-1
1166,8.628947,1.3478127,7
1167,12.756109,2.2968624,21
1168,12.129643,1.1881862,87
1169,12.780088,2.3080938,21
1170,12.976164,-0.6908711,72
1171,0.19118205,2.780343,-1
1172,-0.65707976,16.994896,11
1173,27.114725,10.485574,1
1174,14.39894,0.41315597,22
1175,9.007916,10.946883,58
1176,27.18431,10.307092,1
1177,16.170416,-14.749612,4
1178,6.332671,27.225372,0
1179,26.937935,10.150929,1
1180,11.811971,0.58866584,32
1181,6.961787,2.8435507,17
1182,9.394045,3.6061249,26
1183,13.952551,0.3082159,104
1184,9.193024,3.8975525,-1
1185,6.83839,3.256803,-1
1186,10.998087,1.6987717,20
1187,9.381004,3.6799772,26
1188,9.929278,1.2164363,44
1189,6.7106366,3.56645,40
1190,8.557682,5.2353234,115
1191,7.2848215,5.7806354,-1
1192,9.201936,3.888807,-1
1193,13.024306,9.397594,25
1194,0.1795999,2.779091,33
1195,7.7775574,4.571427,-1
1196,5.894748,5.629718,-1
1197,11.375784,0.45234272,128
1198,9.357819,3.7013228,26
1199,5.420003,5.692726,38
1200,11.894799,-0.52319175,18
1201,6.979204,4.7659044,77
1202,7.30392,5.821509,-1
1203,8.16327,6.17493,90
1204,0.7514981,2.8438952,142
1205,18.751478,-6.81235,2
1206,9.203939,3.8911564,26
1207,16.173702,-14.752157,4
1208,9.356646,3.6952424,26
1209,6.40203,27.35078,0
1210,26.907991,10.143064,1
1211,8.702757,3.0113811,-1
1212,7.2742248,6.159208,-1
1213,16.190142,-14.739833,4
1214,9.203976,3.8777955,-1
1215,6.1924624,27.218632,0
1216,27.144701,10.40051,1
1217,8.576115,1.264363,7
1218,6.989236,4.7586894,77
1219,9.36285,3.6952446,26
1220,9.216615,10.706927,-1
1221,7.1333942,5.7203145,-1
1222,18.807589,-6.7914915,2
1223,-7.7462344,2.42513,5
1224,9.948731,1.236303,44
1225,9.356091,3.6969895,26
1226,7.309236,4.6105065,111
1227,-7.681616,2.3698187,5
1228,-0.4314405,3.7999277,58
1229,9.947538,1.2179333,44
1230,6.3753524,27.388018,0
1231,-7.6952405,2.3863614,5
1232,6.758034,1.6917794,90
1233,9.354428,3.708686,26
1234,5.924653,3.502417,-1
1235,9.294477,3.7665436,26
1236,-0.43170503,3.8001184,58
1237,6.18008,27.23148,0
1238,0.5281282,-7.8006277,6
1239,-0.65648985,16.989315,11
1240,9.848345,-4.5430183,93
1241,8.041645,4.19082,64
1242,6.4301996,27.305264,0
1243,5.7366447,3.1017294,28
1244,5.7084665,5.6159515,38
1245,0.5757249,-7.8910985,6
1246,-4.1215897,7.2781167,14
1247,6.347032,27.326622,0
1248,11.024435,-2.28279,-1
1249,-6.5991335,-2.0670347,13
1250,13.637884,-1.4469059,47
1251,6.552626,4.374293,-1
1252,6.4681892,3.2802072,-1
1253,18.818218,-6.819227,2
1254,7.120515,3.6047723,53
1255,11.620756,7.3627787,36
1256,12.504318,-0.109472334,-1
1257,10.39331,8.460975,19
1258,7.5055037,6.094373,-1
1259,10.858183,1.9451251,139
1260,12.179182,-0.0026265825,-1
1261,7.025965,2.7890294,17
1262,10.928641,1.9573199,139
1263,9.478793,3.2862117,-1
1264,10.788975,2.2867362,-1
1265,14.081332,0.2199155,104
1266,6.7725997,3.188935,-1
1267,6.4156027,5.57969,-1
1268,9.4821,3.1925485,56
1269,7.3955,6.122931,-1
1270,7.6319757,7.327042,74
1271,8.537151,1.3029566,7
1272,7.4889827,2.1758945,90
1273,7.2943425,4.068938,64
1274,5.8379087,3.0080404,28
1275,6.116249,6.8521852,41
1276,7.0473757,5.586012,-1
1277,5.8441696,3.0120177,28
1278,8.0065365,5.5737295,8
1279,12.202003,7.014858,114
1280,12.201078,0.67309064,-1
1281,5.849128,3.056758,28
1282,12.414505,1.2285475,98
1283,6.885445,3.2665617,40
1284,5.8432856,3.0176523,28
1285,7.36637,5.5734816,131
1286,6.7422504,5.546681,-1
1287,6.7921076,3.0019372,-1
1288,11.8047905,-0.9176844,48
1289,7.7141485,2.970792,-1
1290,5.9748926,3.200081,28
1291,6.4206114,3.5098119,-1
1292,8.270074,4.9065876,84
1293,7.131022,6.054161,60
1294,9.183172,0.50087434,61
1295,8.814999,5.6273494,-1
1296,6.5308456,27.509079,0
1297,12.275818,6.850763,114
1298,12.325591,0.62299454,46
1299,18.675821,-6.780559,2
1300,10.077332,4.815562,73
1301,10.083828,4.827721,73
1302,13.94373,1.085303,12
1303,-4.5784974,-8.43717,35
1304,12.55756,-2.0946574,42
1305,26.800896,10.595209,1
1306,-0.42828995,3.7947087,58
1307,12.716446,2.2646222,21
1308,12.756814,0.25017142,37
1309,5.630539,4.8365903,125
1310,26.828917,10.489221,1
1311,6.996363,4.733674,77
1312,9.241834,10.714176,88
1313,12.105211,0.091397874,18
1314,6.9710526,2.837065,17
1315,7.0154524,4.7628145,77
1316,-7.6375093,2.4262838,5
1317,11.572943,-0.53726596,82
1318,-6.60761,-2.0534954,13
1319,8.471922,-16.224865,-1
1320,7.9343905,4.199492,64
1321,16.158394,-14.733776,4
1322,7.8000364,5.261184,123
1323,8.916574,-1.0673336,122
1324,6.332412,27.269716,0
1325,7.720149,5.0873556,113
1326,10.870442,-3.0254006,10
1327,7.432633,3.2578995,45
1328,27.146824,10.359682,1
1329,26.916103,10.475555,1
1330,-11.143732,-3.5957303,86
1331,27.270601,10.338863,1
1332,11.461028,-0.51620424,82
1333,7.074639,2.8172326,-1
1334,22.68846,3.8033767,3
1335,11.117298,-2.2439032,10
1336,-0.64131105,17.004591,11
1337,0.5158093,-7.847933,6
1338,18.834839,-6.4027033,-1
1339,7.822003,6.2440376,128
1340,11.257432,-1.853806,103
1341,7.014612,2.8711593,17
1342,0.19225663,2.7672923,140
1343,8.288909,4.9038634,84
1344,10.630605,2.7708793,-1
1345,7.090987,3.5619476,53
1346,7.092471,3.568635,53
1347,12.536239,0.5742566,46
1348,0.49367523,-7.906299,6
1349,7.68302,4.613222,-1
1350,6.4544706,4.2974386,108
1351,0.5021836,-7.8915544,6
1352,18.779484,-6.678129,2
1353,9.199795,0.49203858,61
1354,6.1610007,3.2851107,-1
1355,12.14479,-0.022509055,18
1356,6.1481357,3.2947748,-1
1357,6.7989225,3.0711544,-1
1358,14.398315,0.41339925,22
1359,26.799461,10.170733,1
1360,26.976702,10.361816,1
1361,-0.43104407,3.8007815,58
1362,5.401644,3.8962696,30
1363,6.8062387,11.790288,79
1364,12.542223,-2.0940225,42
1365,7.1642785,6.2761445,-1
1366,11.687867,-1.0124092,48
1367,7.0599384,3.8104045,-1
1368,11.7426605,1.5566279,-1
1369,7.717766,6.3316717,43
1370,8.176202,5.776568,8
1371,11.869539,0.57656,32
1372,6.9360194,6.8606477,27
1373,6.4760175,5.646831,15
1374,10.261408,3.4311664,63
1375,10.829111,2.1444054,-1
1376,13.026562,9.401102,25
1377,6.5349417,3.384713,-1
1378,7.7290473,6.248303,43
1379,13.030453,9.405547,25
1380,11.958836,7.0926976,-1
1381,6.6833053,3.5915093,40
1382,8.63653,1.2180892,7
1383,6.622699,5.5293913,-1
1384,10.721759,2.824509,85
1385,8.623176,1.2387516,7
1386,9.409101,0.48969656,7
1387,3.1861491,7.2275414,107
1388,1.4692825,16.304087,118
1389,8.069361,5.4663777,8
1390,5.8092575,3.17266,28
1391,12.632308,0.4189625,37
1392,18.720858,-6.6915474,2
1393,7.13187,5.2518425,62
1394,11.558072,-0.5550144,82
1395,18.712572,-6.688143,2
1396,10.11004,1.5730665,29
1397,6.666634,5.574764,-1
1398,7.581852,5.1373563,-1
1399,9.532721,0.60130817,9
1400,13.398931,0.86807764,-1
1401,0.48232943,-7.92069,6
1402,7.095111,2.887887,17
1403,-4.061833,7.332277,14
1404,11.157459,1.8179116,20
1405,0.5267899,-7.88524,6
1406,10.8713455,1.6784698,-1
1407,18.787645,-6.810062,2
1408,7.180104,5.155687,-1
1409,0.48945296,-7.841232,6
1410,18.79974,-6.77861,2
1411,10.0836525,4.827551,73
1412,11.258498,1.6916673,20
1413,1.961959,11.6082115,39
1414,11.352416,-1.6057701,103
1415,11.23288,1.7119668,20
1416,10.033382,2.872115,-1
1417,6.991862,2.8199754,17
1418,9.699737,0.39495412,9
1419,-0.5870737,17.06434,11
1420,13.620276,-1.430192,47
1421,27.167807,10.318035,1
1422,1.9604498,11.606869,39
1423,22.656721,3.5869167,3
1424,11.19301,1.7639738,20
1425,10.896248,1.1366489,-1
1426,13.850021,1.051357,12
1427,9.788495,0.078733295,9
1428,22.707197,3.6986775,3
1429,12.292982,1.634667,-1
1430,11.260379,6.93881,57
1431,12.668344,0.45079273,-1
1432,7.5936604,6.6732454,55
1433,9.775259,0.0970263,9
1434,6.938867,2.8994308,17
1435,6.945977,2.901495,17
1436,7.6574955,6.523386,55
1437,6.1824536,6.3816915,54
1438,18.752228,-6.7450466,2
1439,22.69197,3.8121107,3
1440,9.637042,0.30325282,9
1441,9.155215,0.67648387,-1
1442,9.215634,10.710747,88
1443,10.18037,1.5819799,29
1444,8.310452,5.2344637,-1
1445,-4.070659,7.320117,14
1446,10.769579,2.4138186,57
1447,13.397599,-1.1165104,105
1448,9.996535,-0.2311815,9
1449,6.7081623,-1.4006332,92
1450,12.513845,0.44519728,46
1451,6.0442014,6.8987617,41
1452,11.24177,-2.158266,48
1453,7.737304,6.3025618,43
1454,11.8244705,1.8982896,-1
1455,6.5768924,6.456033,-1
1456,11.969103,1.968116,-1
1457,3.826822,3.8864183,117
1458,11.515163,6.1496906,-1
1459,7.585992,5.4195094,113
1460,11.750735,1.8453127,-1
1461,11.896104,-0.4755141,18
1462,5.8271375,4.2227807,24
1463,7.537535,5.178458,123
1464,18.746307,-6.755273,2
1465,9.366326,4.373143,-1
1466,7.3374796,6.0387173,-1
1467,8.149592,6.178377,-1
1468,6.3024297,27.54526,0
1469,26.874392,10.438092,1
1470,11.92473,-0.3981051,-1
1471,18.817911,-6.8867264,2
1472,5.3781695,3.9109547,30
1473,12.667482,-0.20752755,94
1474,6.3645906,27.30171,0
1475,7.1374435,5.743534,-1
1476,18.719488,-6.7479014,2
1477,-4.0706325,7.3202534,14
1478,11.977095,7.1852365,-1
1479,26.887476,10.134475,1
1480,6.618132,5.819603,-1
1481,6.0072374,3.875512,30
1482,-6.594388,-2.0670087,13
1483,9.242072,10.714049,88
1484,13.787329,0.80146295,12
1485,6.538272,5.564823,15
1486,-7.6930413,2.418689,5
1487,6.7314796,5.9284115,-1
1488,9.69807,1.0332069,70
1489,9.242911,10.7124605,88
1490,6.18797,27.450897,0
1491,6.2847486,27.50982,0
1492,-4.088343,7.33203,14
1493,6.116871,27.288534,0
1494,-0.6338225,17.014206,11
1495,11.840192,0.80563104,32
1496,18.751652,-6.7556624,2
1497,9.797078,0.2153912,9
1498,12.435112,14.395613,101
1499,11.430642,1.421439,-1
1500,11.425291,1.438899,-1
1501,18.625097,-6.6579328,2
1502,1.9634473,11.601802,39
1503,7.221157,4.512378,-1
1504,8.774449,1.2475795,7
1505,12.797274,-0.16002539,94
1506,5.723897,3.3226042,96
1507,6.3250303,5.599056,-1
1508,6.759749,5.5657005,-1
1509,11.648509,0.66871303,-1
1510,18.705015,-6.716502,2
1511,5.7720737,3.1186118,28
1512,5.801173,3.1451132,28
1513,8.056983,5.4172964,8
1514,9.891046,-2.6031544,23
1515,13.746891,1.0442073,12
1516,12.825098,0.3104192,37
1517,12.162867,-0.025747858,18
1518,27.194658,10.370858,1
1519,11.382718,1.5023743,-1
1520,5.859311,4.1805634,24
1521,18.630817,-6.6359024,2
1522,11.8657055,7.4040055,-1
1523,12.059543,1.583382,-1
1524,-9.842424,9.927325,94
1525,5.457891,5.6736994,38
1526,6.7726946,5.088761,49
1527,11.776986,7.3830795,-1
1528,12.797881,-0.24492127,94
1529,18.708937,-6.6302824,2
1530,11.912825,1.1288805,-1
1531,8.161059,6.162974,-1
1532,12.435072,14.395589,101
1533,12.435075,14.395639,101
1534,11.400645,1.469765,-1
1535,12.83255,0.30260473,37
1536,12.435067,14.395588,101
1537,10.737029,2.3641376,-1
1538,12.396455,1.1701515,-1
1539,11.817326,7.856704,59
1540,12.435038,14.395539,101
1541,13.813727,1.1178448,12
1542,10.881416,-3.4487135,10
1543,12.535551,-2.0941286,42
1544,5.9138603,5.6298375,-1
1545,9.484734,3.1966045,56
1546,10.194269,1.6005735,29
1547,6.8229055,4.9449267,-1
1548,11.677536,-0.45636034,82
1549,9.421069,0.44407842,9
1550,7.065491,3.3777828,-1
1551,-4.140612,7.262388,10
1552,7.988718,5.74837,8
1553,10.099312,0.23643251,9
1554,11.893337,0.62993896,80
1555,9.242769,10.713669,88
1556,6.3513446,5.540014,15
1557,11.845118,-1.0226794,48
1558,10.639747,1.0635325,133
1559,1.9483368,11.601717,39
1560,11.194751,-1.9687061,103
1561,-0.0026020494,2.929812,-1
1562,6.83079,6.8624864,27
1563,10.946642,-2.177456,100
1564,5.3686447,3.9338865,30
1565,8.072289,5.4648,8
1566,8.810041,1.0441283,7
1567,11.914667,-0.47418448,82
1568,3.8249118,3.8873498,117
1569,8.023185,5.5787387,8
1570,-0.5211962,16.929785,11
1571,11.267632,1.5620466,-1
1572,6.49219,4.386895,-1
1573,3.8247395,3.8875906,117
1574,6.005065,3.178577,28
1575,9.796851,0.3383381,9
1576,6.362572,5.5667453,15
1577,7.9332714,5.501185,-1
1578,11.938134,-0.45158884,-1
1579,7.220151,5.8789554,-1
1580,5.5935173,3.3403845,96
1581,18.679836,-6.6938205,2
1582,11.52066,0.29942256,47
1583,7.6124964,4.1062574,64
1584,11.272205,1.563305,-1
1585,0.7555118,2.8484254,142
1586,-0.6883411,17.0355,11
1587,26.95332,10.380971,1
1588,6.655546,5.8259945,-1
1589,7.0328093,4.379255,68
1590,6.4326324,27.684942,0
1591,8.06469,5.460106,8
1592,18.719357,-6.743322,2
1593,26.968319,10.479753,1
1594,3.1868746,7.2271314,107
1595,18.820787,-6.68487,2
1596,18.696533,-6.7146163,2
1597,10.902166,-2.9964426,10
1598,10.98632,1.8284969,20
1599,7.0564127,5.162377,-1
1600,7.6234183,7.3184834,74
1601,26.88614,10.095041,1
1602,7.149984,5.9943104,-1
1603,-4.5751057,-8.43353,35
1604,5.809516,2.7920394,126
1605,6.3142176,27.51183,0
1606,0.49579382,-7.8035197,6
1607,7.629808,6.3812704,55
1608,-0.11000903,16.625986,124
1609,8.541811,1.2959433,7
1610,5.8006926,4.8061404,125
1611,7.313086,3.6103113,145
1612,18.704205,-6.7538586,2
1613,8.539284,1.2960287,7
1614,7.726404,6.4083786,-1
1615,6.4025674,27.39381,0
1616,18.74242,-6.7837014,2
1617,7.399246,5.9326506,-1
1618,10.824469,-2.98346,10
1619,11.928453,7.839833,59
1620,11.729821,7.4195333,-1
1621,22.708847,3.7045927,3
1622,11.188853,-2.0642612,103
1623,8.634391,1.2094408,7
1624,-0.044246946,1.0039829,52
1625,8.545091,1.3429217,7
1626,0.049904563,1.1881262,52
1627,8.803423,1.0814862,7
1628,10.279804,2.7176876,135
1629,12.032704,7.6797557,17
1630,22.760128,3.701268,3
1631,11.150269,0.15620245,-1
1632,6.2336073,2.9444356,-1
1633,7.146946,6.833726,-1
1634,7.577565,2.1327622,-1
1635,6.1862774,2.944388,-1
1636,8.429845,-0.6788336,16
1637,6.1276584,27.466024,0
1638,8.414259,-0.7221776,16
1639,6.4586077,27.496803,0
1640,6.1845613,2.9388816,-1
1641,11.354079,-1.6029093,103
1642,-4.579618,-8.438143,35
1643,8.400509,-0.70281416,16
1644,6.259681,27.388601,0
1645,8.399502,-0.70436734,16
1646,7.166373,6.815462,-1
1647,9.877421,-0.0073712175,9
1648,11.698961,-0.013023252,-1
1649,5.5416794,3.817352,30
1650,6.134471,4.697741,49
1651,5.8815203,3.250428,28
1652,1.9599494,11.606146,39
1653,12.072203,0.04442042,-1
1654,6.059965,3.5388048,121
1655,2.0046751,11.612609,29
1656,10.07891,4.8118067,73
1657,9.221458,0.48742467,61
1658,-7.4961705,2.2679222,5
1659,8.775457,1.0957358,7
1660,0.04490337,2.6548748,33
1661,11.566459,-1.3172933,48
1662,7.1435833,2.9087322,17
1663,-0.032310966,2.6488228,-1
1664,18.732405,-6.752238,2
1665,9.870742,-2.6522248,23
1666,5.760862,3.27137,-1
1667,8.459681,-0.6281084,16
1668,7.4828005,3.2356982,45
1669,10.680296,-2.2325826,100
1670,12.963199,-0.69867957,72
1671,10.833618,-2.9925554,10
1672,-7.794274,2.5129068,-1
1673,9.158808,5.789179,97
1674,11.709079,7.3397107,-1
1675,8.76225,5.7167463,-1
1676,12.338995,7.295892,51
1677,6.239155,27.622463,0
1678,11.930014,1.9561516,-1
1679,5.271507,0.73862106,66
1680,18.793465,-6.8065405,2
1681,22.673403,3.8011055,3
1682,18.641111,-6.629465,2
1683,12.380961,7.2848964,51
1684,18.74875,-6.7619796,2
1685,22.688738,3.6620579,3
1686,18.614355,-6.6255746,2
1687,6.2970867,27.416367,0
1688,8.396417,-0.7072749,16
1689,6.382871,27.324886,0
1690,7.716828,6.6707864,-1
1691,18.716835,-6.8160334,2
1692,7.053999,3.2337782,-1
1693,8.398804,-0.70300555,16
1694,6.370887,27.478611,0
1695,18.657402,-6.8375,2
1696,14.401627,0.40981787,22
1697,6.3109155,27.334768,0
1698,18.757103,-6.787148,2
1699,6.093352,27.399939,0
1700,7.416175,3.2365608,45
1701,-0.014894496,2.7660341,-1
1702,8.400434,-0.7058118,16
1703,5.6263337,5.540466,38
1704,6.277244,27.339314,0
1705,8.395082,-0.7063208,16
1706,6.7100706,5.5540524,129
1707,6.4247823,27.378475,0
1708,22.720177,3.6726248,3
1709,6.3038945,27.339128,0
1710,11.865011,0.6100187,32
1711,14.33855,0.47724235,22
1712,18.794472,-6.797162,2
1713,6.458922,27.293518,0
1714,12.317438,0.91110694,87
1715,11.384403,1.7436606,20
1716,12.967104,-0.68537045,72
1717,12.980909,-0.6820528,72
1718,7.483476,2.1770813,90
1719,6.096588,-4.017897,65
1720,9.152718,0.67096055,-1
1721,22.737974,3.6702769,3
1722,-0.6019825,16.957563,11
1723,12.231618,0.61744106,46
1724,10.792492,-2.8980353,9
1725,-7.4694386,2.2316623,5
1726,7.12213,3.1268847,-1
1727,10.640871,0.53043234,-1
1728,10.881558,-3.4442816,10
1729,-9.845834,9.931221,31
1730,12.809348,0.3176846,37
1731,22.740034,3.6148975,3
1732,14.399392,0.4389877,22
1733,11.008889,1.7429782,20
1734,10.905684,1.685164,-1
1735,12.299071,0.9361173,-1
1736,6.501084,4.307258,108
1737,14.280329,0.52899635,22
1738,11.846656,0.6335144,32
1739,27.0936,10.291228,1
1740,22.645096,3.7798765,3
1741,7.021045,2.8249333,17
1742,0.13321531,2.9037411,-1
1743,11.399915,1.7187043,20
1744,11.129739,1.9013709,-1
1745,10.494081,8.541499,19
1746,-0.6694282,17.01201,11
1747,-7.674686,2.4416456,5
1748,2.0127401,11.563844,3
1749,11.1179,1.9205636,-1
1750,-0.032491304,2.5487893,33
1751,11.836265,-0.9646875,48
1752,6.1306047,4.730433,49
1753,12.118191,7.661473,-1
1754,10.079695,4.820207,73
1755,11.926352,7.8696275,59
1756,10.972786,1.7515415,20
1757,22.773392,3.6585946,3
1758,10.881674,-3.4445076,10
1759,-6.609371,-2.0550046,33
1760,9.362855,0.058036838,-1
1761,22.78224,3.694966,3
1762,22.658827,3.662926,3
1763,18.70498,-6.737247,2
1764,8.41051,-0.6653542,16
1765,1.9601285,11.606254,39
1766,8.122735,5.828658,8
1767,8.339476,-0.742566,16
1768,26.968126,10.490554,1
1769,22.745745,3.6979163,3
1770,8.396209,-0.6759589,16
